,Customer_ID,Gender,Product_Category_Most_Purchased,Churn,Future_Purchase,Age_Group,Annual_Income_Group,Total_Purchases_Group,Average_Purchase_Value_Group,Website_Visits_Last_Month_Group,Marketing_Emails_Opened_Group,Hours_Spent_on_Support_Calls_Group
592,593,Female,Health,No,Yes,31-40,60000-80000,0-2,65-100,6-9,7-9,2-4
593,594,Female,Books,No,No,31-40,40000-60000,6-8,100-135,14-17,5-6,0-2
594,595,Male,Home,No,Yes,41-50,40000-60000,3-5,100-135,10-13,3-4,6-8
595,596,Female,Electronics,No,Yes,21-30,40000-60000,6-8,100-135,6-9,5-6,0-2
596,597,Female,Electronics,No,No,31-40,60000-80000,3-5,100-135,6-9,1-2,0-2
597,598,Female,Books,No,Yes,21-30,60000-80000,3-5,100-135,14-17,3-4,0-2
598,599,Female,Electronics,No,No,31-40,60000-80000,6-8,100-135,6-9,3-4,0-2
599,600,Female,Health,No,Yes,31-40,60000-80000,0-2,65-100,6-9,5-6,0-2
600,601,Male,Clothing,No,Yes,41-50,40000-60000,3-5,65-100,6-9,5-6,0-2
601,602,Male,Books,No,No,21-30,60000-80000,6-8,100-135,14-17,5-6,2-4
602,603,Female,Home,Yes,No,41-50,40000-60000,6-8,30-65,10-13,1-2,0-2
603,604,Female,Clothing,No,Yes,41-50,20000-40000,6-8,65-100,10-13,5-6,0-2
604,605,Female,Electronics,No,No,31-40,40000-60000,6-8,65-100,6-9,5-6,0-2
605,606,Male,Electronics,No,Yes,51-60,20000-40000,3-5,100-135,14-17,3-4,4-6
606,607,Male,Home,No,Yes,21-30,20000-40000,3-5,65-100,2-5,5-6,0-2
607,608,Female,Health,No,Yes,21-30,40000-60000,6-8,100-135,2-5,3-4,0-2
608,609,Male,Home,No,Yes,11-20,20000-40000,3-5,65-100,2-5,3-4,0-2
609,610,Male,Books,No,No,41-50,40000-60000,3-5,65-100,14-17,5-6,0-2
610,611,Female,Home,No,Yes,41-50,20000-40000,3-5,65-100,6-9,5-6,0-2
611,612,Male,Electronics,No,Yes,31-40,40000-60000,3-5,65-100,10-13,3-4,0-2
612,613,Male,Health,No,No,31-40,40000-60000,9-11,65-100,6-9,3-4,2-4
613,614,Female,Health,No,Yes,21-30,20000-40000,6-8,65-100,14-17,3-4,0-2
614,615,Male,Home,No,Yes,51-60,40000-60000,6-8,100-135,6-9,3-4,0-2
615,616,Male,Books,No,Yes,31-40,60000-80000,3-5,100-135,10-13,3-4,4-6
616,617,Female,Electronics,Yes,Yes,31-40,20000-40000,3-5,135-170,14-17,5-6,0-2
617,618,Male,Clothing,No,No,41-50,20000-40000,3-5,65-100,10-13,5-6,0-2
618,619,Male,Health,No,Yes,31-40,20000-40000,3-5,65-100,6-9,5-6,0-2
619,620,Female,Home,No,Yes,31-40,20000-40000,3-5,100-135,6-9,5-6,0-2
620,621,Female,Books,No,No,21-30,60000-80000,6-8,65-100,10-13,5-6,0-2
621,622,Female,Books,No,Yes,31-40,40000-60000,3-5,65-100,14-17,3-4,0-2
622,623,Male,Electronics,No,Yes,51-60,40000-60000,0-2,65-100,14-17,1-2,0-2
623,624,Female,Health,No,No,41-50,4500-20000,6-8,100-135,6-9,7-9,0-2
624,625,Male,Electronics,No,Yes,51-60,40000-60000,6-8,100-135,6-9,3-4,0-2
625,626,Female,Clothing,Yes,Yes,21-30,20000-40000,3-5,100-135,10-13,3-4,0-2
626,627,Male,Clothing,Yes,Yes,21-30,40000-60000,3-5,100-135,2-5,1-2,0-2
627,628,Female,Clothing,Yes,Yes,31-40,40000-60000,9-11,100-135,10-13,5-6,0-2
628,629,Female,Books,No,Yes,31-40,60000-80000,3-5,65-100,2-5,5-6,2-4
629,630,Female,Health,Yes,Yes,41-50,20000-40000,3-5,100-135,14-17,7-9,0-2
630,631,Female,Electronics,No,No,11-20,4500-20000,3-5,100-135,14-17,7-9,0-2
631,632,Male,Electronics,No,Yes,51-60,40000-60000,6-8,100-135,6-9,5-6,0-2
632,633,Female,Clothing,No,Yes,31-40,60000-80000,0-2,65-100,6-9,3-4,0-2
633,634,Female,Health,No,No,31-40,60000-80000,6-8,100-135,6-9,3-4,2-4
634,635,Male,Health,Yes,Yes,21-30,40000-60000,6-8,65-100,10-13,3-4,0-2
635,636,Female,Home,No,No,11-20,40000-60000,6-8,65-100,10-13,3-4,0-2
636,637,Male,Health,No,Yes,41-50,60000-80000,3-5,65-100,10-13,3-4,2-4
637,638,Female,Health,No,Yes,31-40,20000-40000,3-5,100-135,6-9,3-4,0-2
638,639,Female,Electronics,Yes,No,21-30,40000-60000,3-5,65-100,6-9,3-4,0-2
639,640,Female,Health,No,Yes,21-30,40000-60000,3-5,65-100,10-13,3-4,0-2
640,641,Male,Health,Yes,No,31-40,60000-80000,3-5,100-135,6-9,7-9,0-2
641,642,Female,Electronics,No,Yes,51-60,80000- 100000,3-5,100-135,6-9,5-6,0-2
642,643,Female,Health,No,Yes,31-40,40000-60000,3-5,100-135,14-17,7-9,0-2
643,644,Female,Electronics,No,Yes,11-20,40000-60000,3-5,65-100,14-17,3-4,0-2
644,645,Male,Home,No,Yes,31-40,40000-60000,3-5,100-135,6-9,5-6,0-2
645,646,Male,Books,No,No,31-40,20000-40000,3-5,65-100,10-13,3-4,0-2
646,647,Female,Electronics,No,Yes,2-10,20000-40000,6-8,65-100,10-13,3-4,0-2
647,648,Male,Electronics,No,No,31-40,40000-60000,3-5,65-100,10-13,3-4,0-2
648,649,Female,Health,No,Yes,31-40,40000-60000,0-2,100-135,14-17,7-9,0-2
649,650,Female,Electronics,No,Yes,41-50,40000-60000,3-5,65-100,6-9,7-9,0-2
650,651,Female,Clothing,No,Yes,51-60,20000-40000,3-5,135-170,10-13,1-2,0-2
651,652,Female,Clothing,No,Yes,41-50,60000-80000,6-8,30-65,6-9,3-4,0-2
652,653,Female,Home,No,Yes,31-40,40000-60000,3-5,65-100,6-9,5-6,0-2
653,654,Female,Electronics,No,Yes,21-30,40000-60000,3-5,100-135,10-13,3-4,0-2
654,655,Female,Health,No,Yes,61-73,40000-60000,3-5,100-135,14-17,3-4,0-2
655,656,Male,Health,No,No,31-40,40000-60000,3-5,65-100,6-9,3-4,0-2
656,657,Male,Books,No,No,31-40,60000-80000,3-5,100-135,14-17,5-6,0-2
657,658,Male,Home,No,Yes,31-40,20000-40000,3-5,100-135,6-9,3-4,0-2
658,659,Male,Health,Yes,Yes,31-40,40000-60000,9-11,65-100,18-21,3-4,2-4
659,660,Male,Books,No,Yes,31-40,40000-60000,3-5,100-135,10-13,3-4,0-2
660,661,Male,Health,Yes,Yes,21-30,20000-40000,3-5,100-135,6-9,5-6,0-2
661,662,Male,Books,No,Yes,21-30,20000-40000,3-5,65-100,2-5,7-9,0-2
662,663,Female,Clothing,No,Yes,31-40,40000-60000,6-8,65-100,14-17,3-4,2-4
663,664,Female,Clothing,No,No,21-30,60000-80000,3-5,100-135,6-9,7-9,0-2
664,665,Female,Health,No,Yes,21-30,40000-60000,6-8,100-135,10-13,7-9,0-2
665,666,Female,Home,No,Yes,31-40,40000-60000,0-2,65-100,10-13,7-9,2-4
666,667,Male,Electronics,No,Yes,31-40,60000-80000,3-5,100-135,2-5,5-6,0-2
667,668,Male,Home,Yes,No,51-60,40000-60000,3-5,100-135,18-21,5-6,0-2
668,669,Female,Home,No,Yes,2-10,40000-60000,3-5,65-100,10-13,7-9,0-2
669,670,Female,Electronics,No,No,41-50,40000-60000,6-8,135-170,10-13,3-4,0-2
670,671,Male,Clothing,No,No,41-50,40000-60000,3-5,65-100,6-9,5-6,0-2
671,672,Female,Clothing,No,No,11-20,40000-60000,6-8,65-100,2-5,7-9,0-2
672,673,Female,Electronics,No,No,31-40,4500-20000,3-5,100-135,6-9,5-6,0-2
673,674,Female,Books,No,Yes,31-40,40000-60000,6-8,135-170,6-9,7-9,0-2
674,675,Female,Home,No,Yes,21-30,60000-80000,6-8,100-135,6-9,5-6,0-2
675,676,Male,Health,No,Yes,21-30,60000-80000,3-5,100-135,6-9,7-9,0-2
676,677,Female,Clothing,No,Yes,21-30,60000-80000,3-5,65-100,10-13,5-6,0-2
677,678,Female,Health,No,Yes,51-60,60000-80000,6-8,100-135,6-9,5-6,0-2
678,679,Male,Electronics,No,Yes,41-50,40000-60000,3-5,65-100,14-17,5-6,0-2
679,680,Male,Health,No,Yes,41-50,40000-60000,3-5,100-135,10-13,7-9,0-2
680,681,Female,Health,No,No,41-50,40000-60000,6-8,100-135,6-9,5-6,0-2
681,682,Male,Home,No,Yes,21-30,40000-60000,0-2,100-135,10-13,7-9,0-2
682,683,Female,Electronics,No,Yes,21-30,40000-60000,3-5,30-65,6-9,5-6,0-2
683,684,Female,Health,No,No,31-40,60000-80000,0-2,65-100,10-13,3-4,0-2
684,685,Male,Clothing,Yes,Yes,21-30,40000-60000,6-8,100-135,6-9,1-2,0-2
685,686,Female,Electronics,No,No,41-50,40000-60000,6-8,65-100,18-21,7-9,2-4
686,687,Female,Clothing,No,No,31-40,40000-60000,0-2,100-135,6-9,5-6,0-2
687,688,Female,Books,No,Yes,31-40,40000-60000,3-5,100-135,14-17,3-4,0-2
688,689,Female,Health,No,Yes,41-50,20000-40000,6-8,65-100,6-9,3-4,0-2
689,690,Male,Electronics,Yes,Yes,31-40,4500-20000,6-8,65-100,10-13,7-9,2-4
690,691,Male,Clothing,No,No,31-40,40000-60000,6-8,65-100,14-17,7-9,0-2
691,692,Female,Health,No,Yes,41-50,20000-40000,6-8,100-135,6-9,5-6,0-2
692,693,Male,Home,No,Yes,21-30,40000-60000,6-8,100-135,10-13,5-6,0-2
693,694,Female,Clothing,No,No,41-50,40000-60000,3-5,100-135,6-9,3-4,0-2
694,695,Female,Clothing,No,Yes,41-50,40000-60000,3-5,65-100,14-17,3-4,2-4
695,696,Female,Books,No,No,31-40,60000-80000,6-8,100-135,10-13,1-2,0-2
696,697,Female,Home,No,No,31-40,40000-60000,6-8,100-135,2-5,7-9,0-2
697,698,Female,Books,No,No,21-30,40000-60000,3-5,65-100,14-17,3-4,0-2
698,699,Male,Home,No,No,41-50,40000-60000,3-5,100-135,10-13,5-6,0-2
699,700,Female,Clothing,No,Yes,31-40,20000-40000,6-8,100-135,2-5,5-6,2-4
700,701,Male,Books,No,No,21-30,60000-80000,3-5,65-100,6-9,5-6,0-2
701,702,Male,Health,No,Yes,41-50,40000-60000,0-2,100-135,10-13,7-9,0-2
702,703,Female,Home,Yes,Yes,21-30,60000-80000,3-5,100-135,14-17,1-2,0-2
703,704,Female,Clothing,No,Yes,21-30,20000-40000,6-8,65-100,10-13,5-6,0-2
704,705,Female,Electronics,Yes,No,11-20,20000-40000,3-5,100-135,10-13,1-2,0-2
705,706,Female,Home,No,No,41-50,60000-80000,6-8,30-65,10-13,1-2,0-2
706,707,Female,Home,No,No,21-30,40000-60000,0-2,135-170,6-9,5-6,0-2
707,708,Male,Health,No,Yes,51-60,20000-40000,3-5,100-135,14-17,3-4,0-2
708,709,Female,Home,No,No,11-20,20000-40000,3-5,100-135,6-9,5-6,0-2
709,710,Female,Home,Yes,No,51-60,60000-80000,3-5,100-135,10-13,5-6,2-4
710,711,Male,Health,Yes,Yes,31-40,20000-40000,3-5,65-100,14-17,1-2,0-2
711,712,Male,Health,No,Yes,31-40,60000-80000,0-2,65-100,14-17,1-2,0-2
712,713,Female,Books,No,Yes,21-30,20000-40000,6-8,30-65,6-9,5-6,0-2
713,714,Male,Clothing,No,Yes,31-40,40000-60000,0-2,100-135,10-13,5-6,0-2
714,715,Female,Clothing,Yes,Yes,31-40,40000-60000,3-5,100-135,2-5,5-6,0-2
715,716,Male,Books,No,Yes,41-50,40000-60000,3-5,65-100,6-9,5-6,0-2
716,717,Male,Clothing,No,Yes,31-40,40000-60000,3-5,100-135,10-13,5-6,0-2
717,718,Female,Home,No,Yes,31-40,40000-60000,3-5,100-135,14-17,5-6,2-4
718,719,Male,Books,No,Yes,31-40,40000-60000,3-5,100-135,6-9,3-4,0-2
719,720,Male,Books,No,Yes,31-40,20000-40000,3-5,100-135,2-5,5-6,0-2
720,721,Male,Clothing,No,No,31-40,60000-80000,3-5,65-100,14-17,5-6,0-2
721,722,Male,Electronics,Yes,Yes,11-20,40000-60000,3-5,65-100,6-9,5-6,0-2
722,723,Male,Clothing,No,Yes,21-30,40000-60000,6-8,65-100,14-17,5-6,0-2
723,724,Male,Electronics,No,Yes,41-50,20000-40000,6-8,100-135,6-9,7-9,0-2
724,725,Female,Books,No,Yes,31-40,4500-20000,6-8,100-135,6-9,3-4,0-2
725,726,Female,Electronics,No,No,31-40,40000-60000,6-8,65-100,10-13,7-9,0-2
726,727,Male,Home,No,Yes,31-40,80000- 100000,3-5,100-135,6-9,5-6,0-2
727,728,Female,Health,No,Yes,31-40,60000-80000,0-2,65-100,10-13,5-6,0-2
728,729,Female,Electronics,No,No,21-30,40000-60000,3-5,30-65,10-13,3-4,0-2
729,730,Female,Health,No,Yes,21-30,40000-60000,6-8,100-135,10-13,5-6,2-4
730,731,Male,Home,No,Yes,31-40,40000-60000,3-5,30-65,14-17,5-6,0-2
731,732,Female,Health,No,Yes,21-30,40000-60000,3-5,100-135,10-13,5-6,0-2
732,733,Male,Home,No,Yes,31-40,20000-40000,3-5,100-135,2-5,1-2,0-2
733,734,Female,Health,No,No,11-20,60000-80000,3-5,100-135,14-17,5-6,0-2
734,735,Male,Health,No,Yes,41-50,60000-80000,6-8,65-100,14-17,3-4,0-2
735,736,Male,Clothing,No,No,31-40,60000-80000,0-2,100-135,6-9,,0-2
736,737,Female,Electronics,No,No,31-40,40000-60000,6-8,100-135,18-21,7-9,2-4
737,738,Female,Health,No,Yes,41-50,40000-60000,3-5,65-100,6-9,1-2,0-2
738,739,Male,Books,No,Yes,51-60,60000-80000,3-5,100-135,10-13,7-9,0-2
739,740,Female,Clothing,No,Yes,41-50,40000-60000,3-5,100-135,10-13,7-9,0-2
740,741,Female,Electronics,No,Yes,11-20,40000-60000,0-2,100-135,10-13,3-4,0-2
741,742,Female,Clothing,No,Yes,21-30,40000-60000,6-8,65-100,10-13,5-6,0-2
742,743,Male,Electronics,No,Yes,21-30,40000-60000,6-8,100-135,6-9,5-6,0-2
743,744,Male,Home,No,Yes,31-40,60000-80000,3-5,100-135,6-9,5-6,0-2
744,745,Female,Health,No,No,41-50,20000-40000,6-8,65-100,6-9,3-4,0-2
745,746,Female,Books,No,Yes,21-30,20000-40000,3-5,65-100,2-5,3-4,0-2
746,747,Female,Clothing,No,Yes,31-40,40000-60000,3-5,100-135,10-13,5-6,0-2
747,748,Male,Clothing,No,No,21-30,40000-60000,6-8,100-135,6-9,3-4,0-2
748,749,Male,Clothing,No,Yes,21-30,40000-60000,3-5,100-135,14-17,7-9,0-2
749,750,Female,Clothing,No,Yes,21-30,40000-60000,3-5,65-100,14-17,3-4,0-2
750,751,Female,Health,Yes,Yes,21-30,40000-60000,3-5,65-100,10-13,5-6,0-2
751,752,Female,Electronics,No,Yes,21-30,60000-80000,3-5,135-170,10-13,7-9,0-2
752,753,Female,Health,Yes,Yes,21-30,20000-40000,3-5,65-100,10-13,5-6,0-2
753,754,Female,Home,Yes,Yes,41-50,20000-40000,3-5,65-100,6-9,5-6,0-2
754,755,Female,Health,No,Yes,21-30,40000-60000,6-8,100-135,6-9,7-9,0-2
755,756,Male,Health,No,No,61-73,20000-40000,3-5,100-135,10-13,7-9,0-2
756,757,Female,Home,No,Yes,31-40,40000-60000,3-5,100-135,10-13,3-4,0-2
757,758,Male,Health,No,Yes,31-40,60000-80000,3-5,135-170,14-17,5-6,4-6
758,759,Female,Electronics,No,Yes,21-30,40000-60000,9-11,65-100,10-13,7-9,0-2
759,760,Female,Books,No,Yes,41-50,40000-60000,6-8,65-100,10-13,3-4,0-2
760,761,Male,Home,Yes,Yes,21-30,20000-40000,6-8,65-100,18-21,3-4,0-2
761,762,Male,Clothing,No,No,31-40,40000-60000,3-5,65-100,6-9,3-4,2-4
762,763,Male,Electronics,No,Yes,61-73,40000-60000,6-8,65-100,10-13,3-4,0-2
763,764,Male,Books,No,Yes,31-40,40000-60000,6-8,65-100,6-9,5-6,0-2
764,765,Female,Electronics,No,Yes,41-50,60000-80000,6-8,100-135,6-9,5-6,0-2
765,766,Male,Electronics,No,Yes,21-30,40000-60000,0-2,100-135,2-5,7-9,0-2
766,767,Female,Clothing,No,Yes,31-40,20000-40000,6-8,65-100,10-13,5-6,0-2
767,768,Male,Books,No,Yes,51-60,40000-60000,3-5,100-135,6-9,3-4,0-2
768,769,Female,Electronics,No,Yes,21-30,40000-60000,6-8,65-100,10-13,1-2,0-2
769,770,Female,Clothing,No,Yes,51-60,60000-80000,6-8,65-100,6-9,7-9,0-2
770,771,Female,Home,No,Yes,41-50,60000-80000,6-8,100-135,10-13,3-4,0-2
771,772,Female,Clothing,No,Yes,21-30,20000-40000,3-5,30-65,6-9,3-4,2-4
772,773,Female,Health,No,Yes,41-50,20000-40000,3-5,100-135,10-13,7-9,0-2
773,774,Female,Clothing,No,No,41-50,20000-40000,3-5,30-65,6-9,5-6,0-2
774,775,Male,Clothing,No,Yes,41-50,40000-60000,3-5,65-100,2-5,3-4,0-2
775,776,Female,Clothing,No,No,11-20,40000-60000,3-5,100-135,10-13,7-9,0-2
776,777,Male,Electronics,No,Yes,21-30,60000-80000,6-8,65-100,10-13,,0-2
777,778,Male,Books,No,Yes,31-40,40000-60000,6-8,65-100,6-9,3-4,0-2
778,779,Female,Clothing,No,Yes,31-40,40000-60000,3-5,100-135,6-9,7-9,0-2
779,780,Male,Clothing,No,Yes,41-50,40000-60000,3-5,65-100,6-9,5-6,0-2
780,781,Female,Health,No,Yes,31-40,20000-40000,6-8,100-135,6-9,5-6,0-2
781,782,Male,Health,No,Yes,21-30,80000- 100000,3-5,100-135,2-5,7-9,0-2
782,783,Female,Home,No,No,31-40,20000-40000,3-5,100-135,10-13,7-9,0-2
783,784,Male,Home,No,Yes,41-50,40000-60000,3-5,65-100,14-17,3-4,2-4
784,785,Female,Health,No,Yes,41-50,80000- 100000,6-8,65-100,2-5,3-4,0-2
785,786,Female,Books,No,Yes,41-50,40000-60000,3-5,135-170,6-9,3-4,0-2
786,787,Female,Home,No,No,41-50,40000-60000,3-5,65-100,2-5,5-6,0-2
787,788,Female,Books,No,No,31-40,40000-60000,3-5,135-170,6-9,1-2,0-2
788,789,Male,Health,No,Yes,31-40,40000-60000,3-5,100-135,6-9,5-6,0-2
789,790,Female,Home,No,No,11-20,60000-80000,3-5,100-135,10-13,3-4,0-2
790,791,Male,Clothing,No,Yes,31-40,4500-20000,3-5,100-135,2-5,5-6,0-2
791,792,Male,Health,Yes,Yes,31-40,60000-80000,6-8,65-100,2-5,1-2,0-2
792,793,Male,Home,No,Yes,31-40,20000-40000,3-5,65-100,6-9,7-9,0-2
793,794,Female,Books,Yes,No,21-30,40000-60000,3-5,65-100,10-13,3-4,0-2
794,795,Male,Books,No,No,21-30,40000-60000,0-2,65-100,6-9,3-4,0-2
795,796,Male,Home,No,No,41-50,40000-60000,3-5,65-100,14-17,7-9,0-2
796,797,Male,Books,No,Yes,31-40,20000-40000,3-5,65-100,10-13,5-6,0-2
797,798,Female,Home,No,No,41-50,40000-60000,3-5,100-135,6-9,3-4,0-2
798,799,Female,Home,No,Yes,31-40,80000- 100000,3-5,65-100,10-13,3-4,0-2
799,800,Male,Books,No,Yes,31-40,20000-40000,3-5,100-135,2-5,5-6,0-2
800,801,Female,Electronics,No,Yes,41-50,40000-60000,3-5,30-65,6-9,5-6,0-2
801,802,Female,Clothing,No,Yes,21-30,40000-60000,3-5,100-135,14-17,5-6,0-2
802,803,Male,Health,No,Yes,31-40,40000-60000,0-2,65-100,6-9,5-6,0-2
803,804,Male,Clothing,No,Yes,31-40,40000-60000,6-8,100-135,10-13,3-4,0-2
804,805,Female,Health,Yes,No,31-40,40000-60000,6-8,65-100,10-13,5-6,0-2
805,806,Male,Health,No,Yes,31-40,40000-60000,3-5,30-65,6-9,5-6,2-4
806,807,Female,Clothing,No,Yes,31-40,60000-80000,3-5,65-100,10-13,7-9,0-2
807,808,Female,Home,No,No,31-40,40000-60000,3-5,100-135,14-17,1-2,0-2
808,809,Female,Books,No,Yes,41-50,60000-80000,6-8,65-100,14-17,5-6,2-4
809,810,Female,Electronics,No,Yes,21-30,20000-40000,6-8,100-135,14-17,1-2,0-2
810,811,Female,Electronics,No,Yes,31-40,20000-40000,0-2,65-100,6-9,5-6,0-2
811,812,Female,Electronics,No,Yes,31-40,40000-60000,0-2,65-100,14-17,7-9,0-2
812,813,Male,Clothing,No,Yes,41-50,60000-80000,3-5,65-100,10-13,3-4,0-2
813,814,Male,Clothing,No,Yes,31-40,40000-60000,0-2,65-100,6-9,7-9,0-2
814,815,Female,Home,No,No,41-50,40000-60000,6-8,65-100,14-17,5-6,0-2
815,816,Female,Electronics,Yes,Yes,21-30,40000-60000,3-5,135-170,6-9,7-9,0-2
816,817,Female,Home,No,Yes,31-40,20000-40000,3-5,100-135,10-13,5-6,0-2
817,818,Male,Electronics,No,Yes,41-50,40000-60000,6-8,100-135,6-9,3-4,2-4
818,819,Female,Clothing,No,Yes,31-40,60000-80000,3-5,100-135,6-9,3-4,0-2
819,820,Male,Books,Yes,Yes,41-50,40000-60000,6-8,100-135,14-17,5-6,0-2
820,821,Female,Books,No,No,21-30,40000-60000,0-2,100-135,18-21,3-4,0-2
821,822,Female,Books,No,No,41-50,40000-60000,3-5,100-135,2-5,5-6,0-2
822,823,Male,Books,Yes,Yes,51-60,40000-60000,3-5,100-135,10-13,5-6,0-2
823,824,Male,Health,No,No,31-40,40000-60000,9-11,30-65,10-13,7-9,0-2
824,825,Female,Electronics,No,Yes,31-40,80000- 100000,3-5,65-100,6-9,5-6,0-2
825,826,Female,Books,No,Yes,41-50,40000-60000,3-5,65-100,10-13,5-6,0-2
826,827,Female,Health,No,Yes,51-60,40000-60000,6-8,65-100,6-9,7-9,4-6
827,828,Male,Health,No,Yes,21-30,40000-60000,6-8,65-100,6-9,7-9,0-2
828,829,Male,Health,No,No,31-40,60000-80000,3-5,100-135,6-9,3-4,0-2
829,830,Male,Home,No,Yes,31-40,40000-60000,3-5,100-135,6-9,5-6,0-2
830,831,Male,Home,No,Yes,21-30,40000-60000,3-5,100-135,6-9,3-4,0-2
831,832,Male,Health,No,No,21-30,60000-80000,6-8,100-135,6-9,5-6,0-2
832,833,Male,Books,No,No,21-30,60000-80000,6-8,100-135,10-13,3-4,0-2
833,834,Female,Electronics,No,No,21-30,40000-60000,6-8,65-100,18-21,5-6,0-2
834,835,Female,Clothing,Yes,Yes,31-40,20000-40000,3-5,100-135,14-17,5-6,0-2
835,836,Male,Home,No,Yes,31-40,60000-80000,6-8,65-100,6-9,5-6,0-2
836,837,Female,Books,No,Yes,51-60,20000-40000,3-5,65-100,10-13,7-9,0-2
837,838,Female,Books,No,Yes,21-30,60000-80000,6-8,65-100,6-9,3-4,2-4
838,839,Male,Clothing,No,No,41-50,20000-40000,3-5,100-135,10-13,5-6,0-2
839,840,Female,Clothing,No,No,31-40,60000-80000,3-5,100-135,2-5,5-6,0-2
840,841,Male,Books,No,No,31-40,20000-40000,3-5,65-100,6-9,3-4,2-4
841,842,Male,Clothing,No,Yes,41-50,60000-80000,3-5,100-135,18-21,5-6,0-2
842,843,Female,Books,No,No,21-30,40000-60000,0-2,100-135,6-9,3-4,0-2
843,844,Male,Clothing,No,No,31-40,20000-40000,3-5,65-100,6-9,7-9,0-2
844,845,Male,Clothing,No,Yes,31-40,40000-60000,6-8,100-135,2-5,3-4,0-2
845,846,Male,Books,No,Yes,31-40,60000-80000,3-5,30-65,10-13,3-4,0-2
846,847,Male,Health,No,No,31-40,40000-60000,6-8,30-65,2-5,5-6,0-2
847,848,Male,Books,No,Yes,51-60,40000-60000,6-8,65-100,6-9,3-4,0-2
848,849,Male,Electronics,No,No,21-30,60000-80000,0-2,100-135,10-13,3-4,0-2
849,850,Male,Clothing,No,Yes,21-30,20000-40000,6-8,100-135,10-13,5-6,0-2
850,851,Male,Home,No,No,21-30,60000-80000,3-5,65-100,10-13,3-4,0-2
851,852,Female,Clothing,Yes,No,21-30,40000-60000,3-5,65-100,10-13,5-6,0-2
852,853,Female,Electronics,No,Yes,21-30,20000-40000,6-8,100-135,2-5,5-6,0-2
853,854,Female,Home,No,No,41-50,20000-40000,6-8,65-100,10-13,5-6,0-2
854,855,Male,Home,No,Yes,41-50,40000-60000,3-5,65-100,10-13,5-6,0-2
855,856,Male,Books,No,Yes,21-30,60000-80000,0-2,65-100,6-9,3-4,0-2
856,857,Female,Health,No,Yes,21-30,40000-60000,6-8,100-135,6-9,3-4,0-2
857,858,Female,Books,No,Yes,31-40,60000-80000,3-5,100-135,6-9,5-6,0-2
858,859,Female,Home,Yes,No,21-30,20000-40000,3-5,100-135,18-21,7-9,0-2
859,860,Male,Home,Yes,No,41-50,40000-60000,6-8,100-135,6-9,3-4,0-2
860,861,Female,Health,No,Yes,31-40,20000-40000,6-8,100-135,14-17,5-6,0-2
861,862,Female,Clothing,No,Yes,11-20,40000-60000,3-5,100-135,6-9,5-6,2-4
862,863,Male,Health,No,Yes,51-60,60000-80000,6-8,65-100,6-9,5-6,2-4
863,864,Female,Books,No,Yes,51-60,40000-60000,3-5,65-100,2-5,5-6,2-4
864,865,Male,Clothing,No,No,21-30,4500-20000,0-2,65-100,10-13,1-2,2-4
865,866,Male,Books,No,Yes,31-40,40000-60000,3-5,65-100,6-9,5-6,0-2
866,867,Male,Health,No,Yes,31-40,40000-60000,3-5,100-135,6-9,3-4,0-2
867,868,Female,Clothing,No,Yes,31-40,40000-60000,3-5,100-135,10-13,5-6,0-2
868,869,Female,Health,No,Yes,41-50,60000-80000,3-5,135-170,10-13,5-6,0-2
869,870,Male,Electronics,Yes,No,51-60,20000-40000,3-5,100-135,10-13,5-6,0-2
870,871,Female,Home,Yes,Yes,31-40,60000-80000,0-2,65-100,6-9,3-4,0-2
871,872,Female,Clothing,No,Yes,21-30,60000-80000,0-2,65-100,6-9,7-9,0-2
872,873,Female,Home,No,No,21-30,20000-40000,3-5,100-135,6-9,7-9,0-2
873,874,Female,Electronics,Yes,No,21-30,40000-60000,3-5,100-135,10-13,5-6,0-2
874,875,Male,Clothing,No,No,31-40,40000-60000,3-5,100-135,10-13,5-6,0-2
875,876,Female,Home,No,No,51-60,40000-60000,6-8,65-100,6-9,3-4,2-4
876,877,Male,Home,No,No,21-30,40000-60000,3-5,65-100,10-13,7-9,0-2
877,878,Male,Clothing,Yes,Yes,31-40,40000-60000,9-11,65-100,14-17,5-6,2-4
878,879,Female,Home,No,Yes,31-40,20000-40000,6-8,65-100,6-9,7-9,0-2
879,880,Male,Home,No,Yes,41-50,40000-60000,0-2,65-100,6-9,3-4,0-2
880,881,Female,Clothing,Yes,No,61-73,20000-40000,3-5,100-135,6-9,3-4,0-2
881,882,Female,Home,No,Yes,21-30,20000-40000,3-5,100-135,6-9,7-9,0-2
882,883,Male,Home,Yes,Yes,31-40,60000-80000,6-8,100-135,6-9,5-6,0-2
883,884,Male,Books,No,Yes,41-50,20000-40000,6-8,30-65,14-17,3-4,0-2
884,885,Male,Books,No,No,41-50,40000-60000,3-5,65-100,6-9,3-4,0-2
885,886,Male,Electronics,No,Yes,51-60,40000-60000,3-5,100-135,10-13,5-6,2-4
886,887,Female,Books,No,Yes,41-50,20000-40000,3-5,100-135,10-13,1-2,0-2
887,888,Female,Books,No,Yes,31-40,20000-40000,3-5,100-135,10-13,5-6,0-2
888,889,Female,Electronics,No,No,41-50,60000-80000,3-5,100-135,6-9,5-6,0-2
889,890,Male,Home,No,Yes,41-50,20000-40000,6-8,65-100,14-17,5-6,0-2
